,Title,Image url,Description,Page url,Item number,Page number
746,‘Kraak Ware’ Plate with Chrysanthemums and Peonies,https://csmvs.in/wp-content/uploads/2022/12/22.506.jpg,"‘Kraak Ware’ Plate with Chrysanthemums and Peonies
22.506
DESCRIPTION
Commonly called Kraak porcelain, this type of ceramic ware is possibly named after Portuguese merchant ships known as carracks. Kraak wares are thinly potted and are characterised by chipped rims. Besides being made for export, they were also used domestically, examples of which have been excavated from tombs in the Jiangxi province with a range of dates from 1573 to 1645. Such wares were assumed to have been made at Jingdezhen but their exact places of production have yet to be reliably identified.
In 1603, the Dutch captured the carrack Catherina, which was carrying a rich cargo of silk, porcelain, and lacquer wares, in the Straits of Malacca. The cargo was sold for over three million guilders in Amsterdam and caused a sensation. Not only did such porcelain begin to appear in Dutch still-life paintings in the early 17th century C.E. but it also played a pivotal role in influencing the development of European pottery and was widely copied in pottery centres such as Delft.
The central panel of this plate shows peonies and chrysanthemums growing next to a Taihu rock, with bees hovering above. The peonies represent prosperity while the rock and chrysanthemums symbolise long life. On the cavetto are twelve panels of flowers, with a scalloped edge whose glazes have flaked off in areas.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Plate
MATERIAL
Porcelain with underglaze blue decoration
SCHOOLS/CULTURE/PERIOD
Late Ming period, Kraak ware
TECHNIQUE
--
DATE
Late 16th–early 17th century CE
LOCATION
Southern China
DIMENSION
Height: 5.6 cm Diameter: 35.4 cm",https://csmvs.in/collections/plate-chrysanthemums-peonies/,747,27
747,Statue of Dongfang Shuo,https://csmvs.in/wp-content/uploads/2022/12/22.1125-Chinese.jpg,"Statue of Dongfang Shuo
22.1125
DESCRIPTION
Biting on a branch of peaches, an old man is putting on his shoe while balancing himself on one foot on a rock. The fruit identifies him as Dongfang Shuo, the mortal who stole peaches of immortality from the orchard belonging to the Queen Mother of the West, located in the Kunlun mountains to the west of China. These peaches ripened once every 3,000 years and were reserved for immortals.
Dongfang Shuo hailed from the court of Emperor Wu in the Han dynasty. Legend has it that he stole peaches on three occasions, and, thus, became immortal. He is considered a god of longevity by the Chinese.
Usually, he is shown carrying a branch of peaches and running with his clothes flying behind him, as in the jade sculpture in the Asian Art Museum of San Francisco. In this unique and finely carved example, he has paused for a moment to put on his shoe, which he had shed in his haste. To free his hands for this purpose, he holds the branch of peaches between his teeth. The sculptor has successfully portrayed him as a crafty old man, with an impish look on his face.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Figurine
MATERIAL
Boxwood
SCHOOLS/CULTURE/PERIOD
Qing dynasty
TECHNIQUE
Wood carving
DATE
18th–19th century
LOCATION
China
DIMENSION
Height: 25.1 cm",https://csmvs.in/collections/dongfang-shuo/,748,27
748,Vishnu,https://csmvs.in/wp-content/uploads/2022/12/S65.24_01_tif.jpg,"Vishnu
65.24
DESCRIPTION
Four armed Vishnu standing insama-bhanga pose; holds chakra andgada in the upper right and left hand, and aksha-mata andsankha in the lower right and left hand respectively; wears kiritamukuta, necklaces, yajnopavita, flower garland, zone (katisutra), and anklets. The circular halo is in the shape of a rosette. Donor and ayudha-purusha stand on either side. The background details are unfinished.
COLLECTION
Sculptures
OBJECT TYPE
Sculpture
MATERIAL
Deccan trap
SCHOOLS/CULTURE/PERIOD
Rashtrakuta period
TECHNIQUE
--
DATE
9th Century CE
LOCATION
Jondhali Baug, Thane dist. Maharashtra
DIMENSION
Ht. 125 × br. 83 cms",https://csmvs.in/collections/vishnu-2/,749,27
749,Sujata Offering the first meal after the Sambodhi,https://csmvs.in/wp-content/uploads/2023/01/Sujata-offering-1.jpg,"Sujata Offering the first meal after the Sambodhi
--
DESCRIPTION
Line drawing of a fresco depicting Sujata offering the first meal after the Sambodhi on tracing paper from the Lekhang Marpo (Red Temple), Tsaparang, Western Tibet.
COLLECTION
Himalayan Art
ARTIST
Li Gotami
OBJECT TYPE
Drawing
MATERIAL
Ink on Tracing paper
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Line drawing
DATE
1948
LOCATION
Western Tibet
DIMENSION
--",https://csmvs.in/collections/sujata-offering-the-first-meal-after-the-sambodhi/,750,27
750,Monasteries of Gyantse,https://csmvs.in/wp-content/uploads/2022/12/monasteries-of-gyantse.jpg,"Monasteries of Gyantse
--
COLLECTION
Himalayan Art
ARTIST
Li Gotami
OBJECT TYPE
Photograph
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1950
LOCATION
Himalaya
DIMENSION
--",https://csmvs.in/collections/monasteries-of-gyantse/,751,27
751,Buddha Preaching in Deer Park,https://csmvs.in/wp-content/uploads/2023/01/Li-Gotami_59.31.jpg,"Buddha Preaching in Deer Park
59.31
DESCRIPTION
Copy of an 11th-century CE fresco from Tsaparang Monastery, Tibet
A copy of a mural painting from Tsaparang Monastery (Red Temple), Tibet, this gouache painting depicts Buddha giving his first sermon after achieving enlightenment, at Deer Park, Sarnath, India. During this sermon — also known as the dharmachakrapravartana (setting of the wheel of dharma in motion) — Buddha created the Buddhist sangha, one of the tri-ratnas. It was during this sermon that he conveyed to his followers, the four noble truths and the eightfold path.
The Chinese takeover of Tibet constituted a pivotal moment in Tibet’s history, making its artistic heritage inaccessible to the rest of the world. With several of its sources inaccessible and many of its followers dispersed throughout the world, the daily experience of Tibetan Vajrayana Buddhism has largely been lost. As a result, the pictures and traces of Tsaparang frescoes by Li Gotami are one of the last prominent pieces of documentation of the Red Temple before the occupation.
Gift of Li Gotami, Lama Govinda, and J.C. Jain
COLLECTION
Himalayan Art
ARTIST
Li Gotami
OBJECT TYPE
Painting
MATERIAL
Gouache on paper
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1948
LOCATION
Tsaparang Monastery, Western Tibet
DIMENSION
77.1 x 130.0 cms",https://csmvs.in/collections/buddha-preaching-in-deer-park/,752,27
752,Green Tara,https://csmvs.in/wp-content/uploads/2023/01/13.jpg,"Green Tara
33.1061
DESCRIPTION
This over 300-year-old embroidered thangka depicts the protective Tibetan deity, Green Tara, one who personifies transcendent wisdom and is often thought of as the universal mother figure to Buddha.
The role of Tara is to guide and save individuals, especially monks and travellers from the perils of travel, both physically and spiritually. She is renowned as the protector of the Eight Great
Perils. The perils represent actual physical dangers faced by monks and pilgrims in the Himalayas and are symbols of impediments to the attainment of selfhood
as well.
Sir D. J. Tata Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Thangka-Patta
MATERIAL
Embroidery on Cloth
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
17th century CE
LOCATION
Tibet
DIMENSION
81.0(H) x 51.0(W) cm",https://csmvs.in/collections/green-tara/,753,27
753,Chundhaa,https://csmvs.in/wp-content/uploads/2023/01/33.1060.jpg,"Chundhaa
33.1060
DESCRIPTION
This work depicts the Chundhaa, a deity related to Buddhist mysticism whose powers include elimination of epidemics and other diseases. She also purifies negative karma. This 200-year-old gum-tempera painting on cloth, is a thangka, from Nepal. The thangka is not considered complete without its mounting.
Sir D.J. Tata Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Thangka-Patta
MATERIAL
Painting on Silk
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1698 CE
LOCATION
Nepal
DIMENSION
133.0(H) x 78.2(W) cm (with rod)",https://csmvs.in/collections/chundhaa/,754,27
754,Vaishravana Pata,https://csmvs.in/wp-content/uploads/2023/01/22.1852_01_tif.jpg,"Vaishravana Pata
22.1852
DESCRIPTION
This pata forms a part of a larger composition as seen from the markings “North No. 7” and “East No. 2” at the back. The epithet “Lord-Leader of the Yaksha…” mentioned in the inscription at the back denotes Vaishravana (another name for Kubera, the Lord of the Yakshas), also corroborated by iconographic details.
In the painting, Vaishravana is seen seated on a lotus seat in ardhaparyankasana, with left leg bent and right pendant, wearing embroidered dhoti and bare-bodied except for an upavita (sacred garment) covering the shoulders and falling loosely over the arms. This is so unlike Vaishravana’s usual mail armour and high boots seen in his metal images. The figure has an angry expression; and holds a sword and a mongoose in his hands. His expression in the first is enhanced by his coiffure that resembles flame tips. Both figures are framed by pilasters supporting a trefoil arch.
In the top corners of the pata, Garuda appears in the right corner, instead of Vajrapani. What is enigmatic is that all three Vajrapanis are shown wearing characteristic tazig (Persian cloak) and slippers. The red and blue background in both paintings has a delicate, sensitive floral design, perhaps inspired by the Chinese and Persian silk cloth (zo-og) regularly imported into Tibet.
Another unusual feature is the Buddhist creed “Ye dharma…etc.” inscribed in Newari characters as a bold border around each painting. Possibly the paintings were commissioned by a Nepali patron and the inscriptions were added late.
The text of the Tibetan inscriptions on the paintings, read for us by David Templeman, is as follows:
On the reverse:
“north no. 7
om ah hum [vertically]
As for the Lord-Leader of the Yaksha
harm-bringers - grasper of the zephyrs,
[he is] red-coloured, single-faced, and with two hands,
holding a sword and a mongoose.
I pay my homage to you 700,000 times.
om supratistha vajra sva ha”
On the front, under the image:
“Homage to the holder of the Garuda.”
On the reverse:
“north no. 7
om ah hum [vertically]
As for the Lord-Leader of the Yaksha
harm-bringers - grasper of the zephyrs,
Sir Ratan Tata Art Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Thangka-Patta
MATERIAL
Painting on cloth
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
c. 15th century CE
LOCATION
Tibet
DIMENSION
28.5 x 27.5 cm",https://csmvs.in/collections/vaishravana-pata/,755,27
755,Vaishravana Pata,https://csmvs.in/wp-content/uploads/2023/02/22.1851a-NEW.jpg,"Vaishravana Pata
22.1851
DESCRIPTION
This pata forms a part of a larger composition as seen from the markings “North No. 7” and “East No. 2” at the back. The epithet “Lord-Leader of the Yaksha…” mentioned in the inscription at the back denotes Vaishravana (another name for Kubera, the Lord of the Yakshas), also corroborated by iconographic details.
In the painting, Vaishravana is seen seated on a lotus seat in ardhaparyankasana, with left leg bent and right pendant, wearing embroidered dhoti and bare-bodied except for an upavita (sacred garment) covering the shoulders and falling loosely over the arms. This is so unlike Vaishravana’s usual mail armour and high boots seen in his metal images. The figure has an angry expression; and holds a trident and a mongoose (nakula) in his hands. His expression in the first is enhanced by his coiffure that resembles flame tips. Both figures are framed by pilasters supporting a trefoil arch.
In the top corners of the pata, two figures in alidha (warrior-like) posture, standing with right leg bent and left outstretched, holding a vajra (thunderbolt) and a cup (Vajrapani?). The red and blue background in both paintings has a delicate, sensitive floral design, perhaps inspired by the Chinese and Persian silk cloth (zo-og) regularly imported into Tibet.
Another unusual feature is the Buddhist creed “Ye dharma…etc.” inscribed in Newari characters as a bold border around each painting. Possibly the paintings were commissioned by a Nepali patron and the inscriptions were added late.
The text of the Tibetan inscriptions on the paintings, read for us by David Templeman, is as follows:
On the reverse:
“east no. 2
As for the Lord-Leader of the Yaksha
harm-bringers, the Vajra being,
[he is] dark red, single-faced, and with two hands,
holding both a trishula and a mongoose.
I pay my homage to you 700,000 times.
om supratistha vajra sva ha”
On the front, under the image:
“Homage to the Vajra”
Sir Ratan Tata Art Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Thangka-Patta
MATERIAL
Painting on cloth
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
c. 15th century CE
LOCATION
Tibet
DIMENSION
28.5 x 27.5 cm",https://csmvs.in/collections/vaishravana-pata-2/,756,27
756,Buddha Akshobhya,https://csmvs.in/wp-content/uploads/2022/12/47.jpg,"Buddha Akshobhya
2009.602
DESCRIPTION
The base of the image on the back carries a Newari inscription which informs us that this image of Akshobhya Tathagata (Buddha) was dedicated by Jivamuni Simha to mark the death of his father Jivanasimha in the year 741 of the Newari era corresponding to 1641 CE. Thus, not only does it date the sculpture but provides us with interesting information that it is a memorial commission. The Buddha Akshobhya may well have been their family deity, or perhaps the donor wished his father to go to the paradise of Akshobhya
.The sculpture is also art-historically interesting as it clearly shows the archaizing tendencies of Nepali art and the dangers of dating undated works. Had the inscription not been added it is quite likely that the Buddha with his beautifully chased cushion would have been dated much earlier. Indeed, the figure clearly echoes stylistic elements of 10th–11th century works.
The three separately made pieces have been skilfully assembled to create a sumptuous composition. The great monk’s simple form is contrasted with the typically busy throneback with a variety of mythical creatures such as makara, garuda, and naga. Their dynamic forms, swirling, foliating tails, along with luxuriant, stylized vegetal and flame motifs create a rich tapestry. His head surrounded by a halo, the tranquil Buddha makes the earth-touching gesture (bhumisparshamudra), there by announcing his imperturbability (akshobhya). Given to Buddha Shakyamuni, the gesture symbolizes his steadfastness against the assault of Mara. The tiered pedestal is quietly adorned with two elephants in the recesses with a wheel on the projected facade, all symbols of the Buddha.
Karl and Meherbai Khandalavala Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
dated 1641
LOCATION
Nepal
DIMENSION
38 cm.",https://csmvs.in/collections/buddha-akshobhya/,757,28
